video_id,topic,topic_label
s2A1Km4Utjw,-1,Outlier
S2BgN6Juc3k,-1,Outlier
S3fPGFG87NA,-1,Outlier
s3krClKjSUE,-1,Outlier
S4KRI8o20zI,9,parent / boundary / kid
s4qOx7l1_ww,1,game / dad / friend
S4trto_34Gk,-1,Outlier
s4xggd1zfYQ,0,motivation / job / brain
s5cjlHMkOUM,1,game / dad / friend
s5-k0ibNFvU,17,flag / relationship / partner
S5sh14Gk0c4,2,game / dopamine / brain
S6kRGJlugiw,22,psychosis / chatbot / risk
s7fjjhZuhms,-1,Outlier
s7ywhZ4ESU0,9,parent / boundary / kid
S9234xZERbs,-1,Outlier
s9LxUqvMMYw,-1,Outlier
Sa3XVvbruXk,10,addiction / substance / cannabis
SATPpH-UNek,0,motivation / job / brain
sb4j96fIL0M,2,game / dopamine / brain
sc3ycMvyuoo,-1,Outlier
ScS7dEFVh94,15,pornography / porn / addiction
sctts1tjQ1I,1,game / dad / friend
ScuGKDgdxaI,1,game / dad / friend
sDa30LoV6Ec,-1,Outlier
sdeqYQZ3t5U,16,narcissist / parent / narcissism
sDhhuI3VE-Q,1,game / dad / friend
SdlD8Pl4T5E,-1,Outlier
SEGzDIA22Jo,3,trauma / anger / emotion
SEQnFXc_QQs,-1,Outlier
SfxUsqZAFWE,-1,Outlier
sFYRYSq64FY,8,interaction / extrovert / introvert
shg00NH34gU,2,game / dopamine / brain
sHQ-rEcPQSs,-1,Outlier
SHZXUMP_hlU,-1,Outlier
si7XcdMQUQk,8,interaction / extrovert / introvert
SiAj1KPt-eM,-1,Outlier
SiFlnf--5EA,0,motivation / job / brain
s-ITMcC1JNg,-1,Outlier
SjB11PaK5ak,5,adhd / brain / medication
sje08Z_K1qA,-1,Outlier
SJjegKr9XYw,-1,Outlier
Sk_AQzcdlrc,-1,Outlier
Skn4ddl5o64,-1,Outlier
sLbDESxRuLI,1,game / dad / friend
slBuncIkm4s,11,sleep / bed / caffeine
SleABv6Gs9o,4,relationship / love / friend
SM1-bF1Wz2M,-1,Outlier
smbIQ7XBarI,-1,Outlier
sn4ic7ftesw,-1,Outlier
snRypGclQWQ,-1,Outlier
So7hE1Ba_QA,0,motivation / job / brain
SOb_JbbyCIw,-1,Outlier
sOPyJR0pDxA,0,motivation / job / brain
SorzQMxThIo,3,trauma / anger / emotion
sp9JT5l9bRg,1,game / dad / friend
SpP5GEs7yMk,-1,Outlier
sQC0jfH_rrM,23,kid / intelligence / intellect
SQpxWpq6TAQ,17,flag / relationship / partner
sRbh9-Lp3lI,13,comparison / insecurity / ego
SRlmUeDc8Fs,0,motivation / job / brain
srTSQRKH_wY,13,comparison / insecurity / ego
ss7QOgJJlVQ,-1,Outlier
st7TPJWNWl4,23,kid / intelligence / intellect
STt2l3Z0T_g,-1,Outlier
STTNckJrJ0g,4,relationship / love / friend
sU5Dk7fi9go,-1,Outlier
SUgJdsTCs0E,2,game / dopamine / brain
SuuA3zsjY88,8,interaction / extrovert / introvert
Sva0aSeGu6Q,-1,Outlier
svD71EJWOBU,5,adhd / brain / medication
sweiJRe7B08,6,gender / dude / emotion
SW-L6wVEHoY,11,sleep / bed / caffeine
sXGhT4pJcj8,-1,Outlier
sxhYZ6sHa4k,4,relationship / love / friend
SY0BNyFeQ9Q,6,gender / dude / emotion
Sz9bg3GMNGU,5,adhd / brain / medication
sZC8tkYjFxU,11,sleep / bed / caffeine
_t0jCsU_5v4,1,game / dad / friend
t0kXgWxT-tY,6,gender / dude / emotion
T0Sko40C7ow,-1,Outlier
t1phiNOJtk0,8,interaction / extrovert / introvert
T2ke5iJ0AAk,18,anxiety / panic / attack
t2ncNPVAMpk,-1,Outlier
t2wY_aenuWw,-1,Outlier
T_31hFh1XKM,0,motivation / job / brain
t3Acu22d5n0,-1,Outlier
t3l8_iYA7rk,11,sleep / bed / caffeine
t3vblH6Q1Cw,4,relationship / love / friend
t4ZWfTarZIY,-1,Outlier
T5yDfN7eGaI,2,game / dopamine / brain
t6nRYNia1Po,-1,Outlier
T6p_tY5xjTA,1,game / dad / friend
T6WYNraczOE,20,sex / asexuality / penis
t7DMw_JJLT0,-1,Outlier
T8c6vN6DnEA,1,game / dad / friend
T8mkumtSZds,0,motivation / job / brain
T8tq0xiOwKI,2,game / dopamine / brain
T8u25zHD6vc,7,depression / therapist / therapy
T9Ak0bSySo8,25,bully / aggression / bullying
t9gLFGj0_lY,-1,Outlier
T9Kya_eZ-P4,20,sex / asexuality / penis
tAFoBIfUsxM,7,depression / therapist / therapy
TAiMaC4-pKA,0,motivation / job / brain
TANWZC_q2NA,-1,Outlier
TATiapf0tF4,-1,Outlier
taTuohSr9iw,10,addiction / substance / cannabis
tBB-a2tRyvI,-1,Outlier
TBIfyh_lTlw,-1,Outlier
tbjTrR8yeUc,-1,Outlier
tBOnTDlcSpA,1,game / dad / friend
tcffRCn-WqM,-1,Outlier
TCN1DOYW86g,10,addiction / substance / cannabis
tcXCnYs6s_U,0,motivation / job / brain
TdltLVB_VzY,3,trauma / anger / emotion
TdnkU2OZwV0,0,motivation / job / brain
tDoCXVI77KE,21,shame / self / emotion
_tE4uN6LLN4,4,relationship / love / friend
TEadDxJ6W58,4,relationship / love / friend
tEgQA18SFio,-1,Outlier
Tf_7svuy9gA,1,game / dad / friend
tfbM6vYsW9g,-1,Outlier
TFh3DjocPLY,0,motivation / job / brain
tfnGGMgPn1Y,-1,Outlier
TGAmsPBXmVM,-1,Outlier
TGGwCG6AFz4,-1,Outlier
Th4PejGz1Ic,6,gender / dude / emotion
thMtsLXDUtg,0,motivation / job / brain
tIATzLf-y04,1,game / dad / friend
TImmiAS1USQ,0,motivation / job / brain
TJamRNZ1Q_M,0,motivation / job / brain
tJCXwNrK700,1,game / dad / friend
t-jNwBNXeJY,1,game / dad / friend
TjTqnjILCmw,7,depression / therapist / therapy
TkIZ7XkKyHI,5,adhd / brain / medication
tLHTHSI2gv8,16,narcissist / parent / narcissism
TLignTQm5iA,5,adhd / brain / medication
_tLxPkbXkEc,-1,Outlier
tMcCi_nA6a0,7,depression / therapist / therapy
TMCWVSR2qxs,-1,Outlier
TmG4sFmSWVo,-1,Outlier
TMjCJLbsCE0,-1,Outlier
TmPjGyvELRc,1,game / dad / friend
TmQSN_Yq0uQ,14,burnout / employee / job
TMwYzYXhiog,-1,Outlier
TNE9WSSH2J0,3,trauma / anger / emotion
tNN7gX1KIsQ,-1,Outlier
t_NRIVq2vzM,-1,Outlier
TOra1I7Fods,1,game / dad / friend
tpfBu-PnWJ4,0,motivation / job / brain
Tpl4caQ7kCI,0,motivation / job / brain
tpTCbZbotTI,14,burnout / employee / job
tQ0bpBXSA2g,7,depression / therapist / therapy
TQ3YPuOo1LQ,0,motivation / job / brain
_tq6FHP9iXw,-1,Outlier
tQ7hjxKLDas,5,adhd / brain / medication
TQO7A6vInv0,28,food / weight / diet
tqySbPgiFBw,7,depression / therapist / therapy
TQzCUn_TpUc,1,game / dad / friend
TqZIlDlnkmw,3,trauma / anger / emotion
Tr3D_6sFoiI,4,relationship / love / friend
tRkvDgIo8y0,-1,Outlier
TRsEi1Ce-XA,3,trauma / anger / emotion
tRWX21lW_bU,0,motivation / job / brain
tRYCnJmLNZo,5,adhd / brain / medication
TSBd_Ku1Zf0,-1,Outlier
tsjoyXujY9I,-1,Outlier
TSM3X-UfEHM,-1,Outlier
T-sphXaWLCI,-1,Outlier
TsPPYtM6-RE,0,motivation / job / brain
tULu-lYmNtk,1,game / dad / friend
TumgOCSUsWo,-1,Outlier
TUvTP6VRuKU,1,game / dad / friend
tv0pytOc2Vo,-1,Outlier
tvpDLpCf1jU,4,relationship / love / friend
TvRtVuwcrnY,1,game / dad / friend
TW0ys0M9Lig,-1,Outlier
TweW2IRSl_E,-1,Outlier
TXgWpjoFe1c,0,motivation / job / brain
tXIF_DRW2Sw,9,parent / boundary / kid
TXnVcJ0vGbI,1,game / dad / friend
TxOsUzlXTGk,0,motivation / job / brain
TXz7K2bHMqs,-1,Outlier
tYxdVVzTZ_Y,3,trauma / anger / emotion
TZ4QETbc3h8,0,motivation / job / brain
TzCRB0olZdQ,2,game / dopamine / brain
Tzo_s9q4fwM,3,trauma / anger / emotion
tZu4Gg3fDEs,-1,Outlier
tZub0X8dl9M,-1,Outlier
U0jyfgdrsmk,2,game / dopamine / brain
U2YJFMThHxo,16,narcissist / parent / narcissism
U3inYgHzqEQ,5,adhd / brain / medication
u4E0BeqiFaE,1,game / dad / friend
U50YDViTBSk,-1,Outlier
U7aCErWwi4I,16,narcissist / parent / narcissism
u7BBdM0SKgQ,10,addiction / substance / cannabis
u7L8ooioBxM,-1,Outlier
u7_lORO5mlo,3,trauma / anger / emotion
u7TfJXkDh8o,12,meditation / technique / practice
u8H4_dz1_jY,0,motivation / job / brain
U8jgr2tcOeY,1,game / dad / friend
u8m7x987i60,-1,Outlier
UA3Lf5Zynk8,24,generation / formula / despair
UA4THZ4ahzc,1,game / dad / friend
-UAeSxgGmL0,0,motivation / job / brain
UB51knNPiDk,13,comparison / insecurity / ego
UbGZaGzWdfs,-1,Outlier
uBiCK84EW38,6,gender / dude / emotion
uD5A8O9shuU,10,addiction / substance / cannabis
UDBHegKf7oY,15,pornography / porn / addiction
uDDeves6Crs,-1,Outlier
Udo0k_-iC1g,0,motivation / job / brain
UEc2Vkwy_TM,10,addiction / substance / cannabis
uEEfeSuD_Po,15,pornography / porn / addiction
uf8bt6fGQyA,6,gender / dude / emotion
Ufn_VvEXtRo,28,food / weight / diet
UfpZZeRen1c,-1,Outlier
UGPpXYUcAfg,6,gender / dude / emotion
uGU-lklyu-I,-1,Outlier
Uh0VLF4p7ow,0,motivation / job / brain
-UHnJ2NYSRU,5,adhd / brain / medication
uiAy32EzXFA,-1,Outlier
UigGWCXzWJ0,1,game / dad / friend
UJq84bwVJYc,-1,Outlier
uktaRGdY-IA,2,game / dopamine / brain
UKUfMCv2id8,2,game / dopamine / brain
uKxRYH1ZC5I,3,trauma / anger / emotion
ul9UJ-YoOFQ,-1,Outlier
uL9xJkYXX7s,-1,Outlier
ULJ3wJ5GNBY,25,bully / aggression / bullying
UMbzbaoivdM,-1,Outlier
uMJAXBg3qos,-1,Outlier
uMK4gdR7c18,5,adhd / brain / medication
UNfXKlfsXto,0,motivation / job / brain
uNIOA-djRLU,0,motivation / job / brain
UNsWI3ZnZqM,0,motivation / job / brain
unUt3qyluDQ,-1,Outlier
UnwZvHzGL_k,-1,Outlier
UohoxLEEGPE,-1,Outlier
UOLB-4MbrSw,28,food / weight / diet
UOpX18ey8WQ,-1,Outlier
UPf3outcC6U,-1,Outlier
-UQ2fZ9o2f4,23,kid / intelligence / intellect
Uq8bxCVA7h8,22,psychosis / chatbot / risk
UqMBSQwDdnA,4,relationship / love / friend
uQxC4k336hs,1,game / dad / friend
UrQxLp9Ee2k,-1,Outlier
Uu2vnc7nrlY,6,gender / dude / emotion
UUC8qF5iDag,1,game / dad / friend
UUNW0s0eUCU,-1,Outlier
uVGuOTQ4gtI,-1,Outlier
uVlZo2PO38Y,2,game / dopamine / brain
uVVxkWhdnUQ,7,depression / therapist / therapy
Uvy52QhxWOI,19,hour / work / technology
uwd8jyhw7vA,2,game / dopamine / brain
uwt5tWBHKoI,-1,Outlier
uWZTuYuC6os,12,meditation / technique / practice
UYBWMkH4X6I,0,motivation / job / brain
Uy-n4MXx-DE,-1,Outlier
UyUirzxxkZ0,2,game / dopamine / brain
UzT0iCprr9c,-1,Outlier
uZtRU4dfbGU,2,game / dopamine / brain
UzUAhehTSbc,-1,Outlier
V15UBd4Nlhc,-1,Outlier
v202nRkphXo,-1,Outlier
v2VlaEjY7nY,-1,Outlier
V4ta_jcw5zY,1,game / dad / friend
V6iqYtuIbrY,4,relationship / love / friend
V6VAMw8o5lU,2,game / dopamine / brain
V8DBP3p5Eqc,5,adhd / brain / medication
v8Ka8XAeQ_I,-1,Outlier
v9D11_K5T8c,-1,Outlier
v9Z0sDvH3jo,-1,Outlier
_VauPovzNo4,3,trauma / anger / emotion
vb1e-eaenxQ,26,loneliness / arousal / being
vBdgpxqYkQ0,12,meditation / technique / practice
VBifDZwPiI4,0,motivation / job / brain
vcBr1LQyMmw,18,anxiety / panic / attack
VdM7GUvvL9Y,-1,Outlier
VEBDy7h_2y4,0,motivation / job / brain
VEJuXe0oT_8,3,trauma / anger / emotion
VEo8za2tYrs,-1,Outlier
veQdF0qOjfQ,2,game / dopamine / brain
vFoG5FsRKHU,-1,Outlier
_vfpl3Au9s0,-1,Outlier
vFT1qbK-5W0,-1,Outlier
VFTTSuv906c,7,depression / therapist / therapy
Vg69e3Si66Y,2,game / dopamine / brain
vHIuP8IcUEU,-1,Outlier
vhUa7V72H5s,-1,Outlier
vhurfjC72Hk,0,motivation / job / brain
vhW92-LbCzI,2,game / dopamine / brain
Vi0V6vtrOeQ,0,motivation / job / brain
vILLLhJtURA,-1,Outlier
VjHb1NJ_SAQ,-1,Outlier
v--K1gevJPM,-1,Outlier
vKh38_IOjpI,0,motivation / job / brain
vknr0JnEgAQ,-1,Outlier
vLgYAPpPlDI,5,adhd / brain / medication
vm01Yx8yLVI,2,game / dopamine / brain
vMtQnKW71EM,-1,Outlier
VmYXvkFZ664,-1,Outlier
Vn0yE_1ezWQ,-1,Outlier
vNh_1YD40tQ,5,adhd / brain / medication
-VNhuxd_DUc,-1,Outlier
vnIt8g9MpOw,-1,Outlier
VO5d5rSVByI,-1,Outlier
v-OKV30FkzY,0,motivation / job / brain
voSPXSxBkZ8,1,game / dad / friend
vpN2AGEuTHY,3,trauma / anger / emotion
VPYOY6JquwY,-1,Outlier
vQesPGQciUs,1,game / dad / friend
vqhIx2nyFVM,-1,Outlier
vSWtimAcmWU,-1,Outlier
vt584zeZh9Q,-1,Outlier
vt9P98sZZog,-1,Outlier
Vtc-Ji5o0OI,7,depression / therapist / therapy
vUe0whPgUWU,6,gender / dude / emotion
vunPCeoynXk,7,depression / therapist / therapy
vUPBzXnoWAo,-1,Outlier
VVHIJw-Bosk,5,adhd / brain / medication
vVk7D4pwlfU,-1,Outlier
VVPHVLTzOIM,-1,Outlier
vwM9dv01SYw,1,game / dad / friend
vw-RHJ4rHhw,-1,Outlier
vYNDy7URD9o,2,game / dopamine / brain
VzLOnClSVvs,-1,Outlier
vZxKgjI-BrE,-1,Outlier
VzYFzZ_Jmlk,-1,Outlier
W1aVOyC6uAE,0,motivation / job / brain
w2an158r8zQ,6,gender / dude / emotion
w3PoGYrd3NU,-1,Outlier
w3x_NZXNSys,16,narcissist / parent / narcissism
w56da9Ch9tY,16,narcissist / parent / narcissism
w5HhFDIoNEs,-1,Outlier
W5SKxUwvJN0,26,loneliness / arousal / being
w5UNl5OJLDw,-1,Outlier
w62TfiiUmFc,2,game / dopamine / brain
w6xKRSWTJUg,8,interaction / extrovert / introvert
W7NDHQxXHyo,0,motivation / job / brain
_W7qCfaF7s0,0,motivation / job / brain
W96w59m8N98,5,adhd / brain / medication
W96yNjU_KFE,-1,Outlier
wa9xMLJ_yHU,2,game / dopamine / brain
wAO6iJp7OB8,-1,Outlier
War-J246hxI,-1,Outlier
Wb-2acNvOj4,-1,Outlier
WbOKu3sGU0Q,1,game / dad / friend
wbsNjmDGtPU,3,trauma / anger / emotion
Wc45JanI0QM,1,game / dad / friend
_WCdacI0ok0,13,comparison / insecurity / ego
wClbvzN8VlY,15,pornography / porn / addiction
wcOZAwZKC3g,-1,Outlier
WdM8r6R3FfM,10,addiction / substance / cannabis
wE6lZUwjtHg,10,addiction / substance / cannabis
wEPZPRhNGGw,0,motivation / job / brain
wF5lt3Pjils,1,game / dad / friend
wFpDizuIOig,10,addiction / substance / cannabis
wg5gYiKCLXA,-1,Outlier
wGuMNUC14W0,-1,Outlier
wGxure2qGt4,0,motivation / job / brain
WhfssxI2m7I,-1,Outlier
WIwcvBlyl0c,0,motivation / job / brain
WJK3w5E4omY,3,trauma / anger / emotion
Wk4fybrnUEY,1,game / dad / friend
wK-s2qBU40A,-1,Outlier
WKwNjGrPe_g,1,game / dad / friend
wllgjhJZLRo,1,game / dad / friend
WlQtr6QfxE8,-1,Outlier
w-MB1PDThEg,-1,Outlier
WMEej07FEv4,-1,Outlier
wmJJuk88r5E,-1,Outlier
wMPTyjl-jvc,-1,Outlier
WNa3-r0dt8c,-1,Outlier
wO2zso1Kfxc,-1,Outlier
WoTP_fu_8jw,-1,Outlier
WpoYqs9Hsa4,-1,Outlier
WQ5bkdFuFhg,-1,Outlier
wrfUqZdBB1s,0,motivation / job / brain
wSDTYTIJVrs,21,shame / self / emotion
wsGrMgtsKOs,-1,Outlier
w-SJ74PiIKM,13,comparison / insecurity / ego
WSTik_3je8E,-1,Outlier
WtQ8a-oc1lA,-1,Outlier
wTW2qwjeD_g,-1,Outlier
WuKeZKIs9_A,10,addiction / substance / cannabis
wV2ilRy4ekY,3,trauma / anger / emotion
wVkZ-P7xL-s,3,trauma / anger / emotion
WvUgSwgit5A,1,game / dad / friend
wvXMLR94iQw,-1,Outlier
WwNhNBeVpdY,3,trauma / anger / emotion
wwYVOgwVaMo,11,sleep / bed / caffeine
Wwze8kV2JrA,4,relationship / love / friend
wXlNZ5AMqLU,6,gender / dude / emotion
WXvPzYRNpCE,1,game / dad / friend
WxztYqyjTn8,1,game / dad / friend
wYaIUWE6-nE,3,trauma / anger / emotion
wyiTc_3F6-A,21,shame / self / emotion
WY_k3WkQD9w,-1,Outlier
WYpBNkq9XXo,-1,Outlier
wz58kYud09M,1,game / dad / friend
wZbjtM7rG2g,-1,Outlier
WzpGlsguHzc,-1,Outlier
WZUOnhpqFAM,18,anxiety / panic / attack
x0Tq9NmXksw,21,shame / self / emotion
x1NVTCvErww,1,game / dad / friend
X3AHNXmeOYQ,1,game / dad / friend
x3RGdhl7-NA,10,addiction / substance / cannabis
x4UMqwsLaQU,3,trauma / anger / emotion
X5N3YYqtJ_w,-1,Outlier
x6nrioW0_Co,25,bully / aggression / bullying
x6NSpxthHw4,-1,Outlier
X6_R5xmq-RE,0,motivation / job / brain
x8RSxF5j6OE,-1,Outlier
xAgrVgw2S-c,-1,Outlier
xaICKlp9kQc,2,game / dopamine / brain
XAixodBCZ3o,11,sleep / bed / caffeine
xAOFlEXbeRI,-1,Outlier
XArRsEpryaQ,1,game / dad / friend
xb0ZpPZS_XE,1,game / dad / friend
xbqBWhDdVok,-1,Outlier
xcEVntNv9ik,-1,Outlier
XD8l8AJzLMQ,-1,Outlier
xDK6yj2glGg,-1,Outlier
XEb89CQJPO4,-1,Outlier
XeBksMzsQKs,2,game / dopamine / brain
XEsK2sTiBuE,-1,Outlier
xFtTf_D22_I,10,addiction / substance / cannabis
XFVrxndqfSM,-1,Outlier
xFxl8V8TFeA,16,narcissist / parent / narcissism
xgCx86aGCg4,-1,Outlier
Xge957JuWzQ,5,adhd / brain / medication
X-HAW94b0uo,-1,Outlier
xHmDJyVT3g0,6,gender / dude / emotion
Xi9zTVM60mo,1,game / dad / friend
XICFqibVbGw,1,game / dad / friend
xicKh0fPzdE,-1,Outlier
xIWYVU7OAZ0,3,trauma / anger / emotion
xkd36cJ6Z78,-1,Outlier
XkOTwizxo2Q,-1,Outlier
XKXObJknvh8,-1,Outlier
xkXpcs_an80,5,adhd / brain / medication
xLe7WIGyLNA,0,motivation / job / brain
XLPWuP6L2Bk,-1,Outlier
XlzSx3kbR4c,-1,Outlier
XmLdokrhswA,1,game / dad / friend
xN2S4t37lnc,2,game / dopamine / brain
xnGwgxOL4AE,7,depression / therapist / therapy
XnTpuZrE6Co,-1,Outlier
xnuDmmDu7is,-1,Outlier
xNWjEwtNMrc,16,narcissist / parent / narcissism
Xob07qBNYJ0,-1,Outlier
xoFkAui7_vs,8,interaction / extrovert / introvert
XoJ-qfTAIjE,-1,Outlier
XOoFuiLeaPg,12,meditation / technique / practice
X-ot9682-1w,-1,Outlier
xOVEkogq5QQ,4,relationship / love / friend
xp6Uhgpvfgs,-1,Outlier
Xpc5UPxYlks,-1,Outlier
XpTutIEyDVI,22,psychosis / chatbot / risk
-xqPVxsFdP4,-1,Outlier
X-s6WeLOOck,-1,Outlier
xSBGYoS6z68,-1,Outlier
XtDBtmE5Jpo,1,game / dad / friend
X_tiJDYgSXg,-1,Outlier
xtZ8QHoccbc,-1,Outlier
xu1UYsVNubg,-1,Outlier
XV42dRrHYaM,19,hour / work / technology
xV4rI8bo018,-1,Outlier
XvrtrqPVhIk,-1,Outlier
XW-02QiiHDM,14,burnout / employee / job
xW9H0s2PcoA,0,motivation / job / brain
xWJEuVt0JRk,5,adhd / brain / medication
xWtY6fcn1hM,1,game / dad / friend
xWxXyoOil1E,8,interaction / extrovert / introvert
xxB2KilQbSU,-1,Outlier
Xxb-HovgjjM,-1,Outlier
XXg0a8pkHi0,-1,Outlier
xxvMYGT23Ww,18,anxiety / panic / attack
XXY134BXZFg,-1,Outlier
XY4FyYxuVu0,24,generation / formula / despair
XYG1R19erOA,1,game / dad / friend
XYprU-pnX08,0,motivation / job / brain
xySZ6OulWeQ,-1,Outlier
XZdDtw6ObWE,16,narcissist / parent / narcissism
XZn_BoSg3cE,0,motivation / job / brain
xzOrZtAbbBo,-1,Outlier
XZP7gyFbhjI,4,relationship / love / friend
XzsQuH03Y9o,1,game / dad / friend
y0p6uwvgvwE,-1,Outlier
y0wziXfR-Gk,2,game / dopamine / brain
y29TVZTbA8g,1,game / dad / friend
y31i_FXNQRo,-1,Outlier
y3gW3abT1hI,0,motivation / job / brain
y49PZcSSSiU,1,game / dad / friend
Y6XCoeh7rBA,-1,Outlier
y7UjKdsRQQs,19,hour / work / technology
Y8uf9Pn1Ttg,1,game / dad / friend
y9882cM-bzU,-1,Outlier
y9J1IWYuRYc,11,sleep / bed / caffeine
YadPnNRO7_M,6,gender / dude / emotion
yaSKT2w98M4,3,trauma / anger / emotion
YB1F_b2kIFM,13,comparison / insecurity / ego
yb9wTLLr7Ls,-1,Outlier
yBYrzluRxRI,-1,Outlier
ycft2j9dcz8,20,sex / asexuality / penis
YCpUzMVlMck,-1,Outlier
YcykHkR7HQI,0,motivation / job / brain
Y_DAF-eA3Ms,7,depression / therapist / therapy
yECwJ3TsQBs,-1,Outlier
-YEoDAu1ET0,-1,Outlier
yEsFPaOQKoA,0,motivation / job / brain
yeStc2ZuuOs,-1,Outlier
YewHIMDbUuI,3,trauma / anger / emotion
yfWVQ25UmEQ,-1,Outlier
yggpR7LphVQ,-1,Outlier
yGJXaXxGamY,-1,Outlier
YGLMSgGCIPo,9,parent / boundary / kid
Yh99stRNXzU,-1,Outlier
YHIVYeL-Tk4,-1,Outlier
yHoByyyHJ8c,4,relationship / love / friend
YHpU8Wczxhk,3,trauma / anger / emotion
YIIewz4ni70,-1,Outlier
YiUSQzV1Aqo,8,interaction / extrovert / introvert
YJajF0nGHW8,1,game / dad / friend
YJllOC16ihk,-1,Outlier
yKDb-ZiKkeM,-1,Outlier
YkzSEUdC70k,1,game / dad / friend
Ykzu99TXeNo,1,game / dad / friend
ylCmKnpw9Aw,7,depression / therapist / therapy
YLO3XpPOEP8,-1,Outlier
ym9L4uKJ4rk,7,depression / therapist / therapy
YMdSke_c_DM,1,game / dad / friend
ymiCMQlg_rU,18,anxiety / panic / attack
YMWAQh88UtY,-1,Outlier
Ynew5KSbAQQ,-1,Outlier
ynLJYq7Kb6c,-1,Outlier
YNOQzE1XTdU,-1,Outlier
ypFlWqtR3TY,0,motivation / job / brain
yph9VpjW6gg,12,meditation / technique / practice
YPuXFuGteXg,0,motivation / job / brain
yQe3rCTos30,-1,Outlier
yqHPyrZUJWA,2,game / dopamine / brain
yqLhrqBr0xo,-1,Outlier
yQwzSgwiaCg,-1,Outlier
yQX7Wh6_R-I,-1,Outlier
YRKyliOVZVI,-1,Outlier
yRVfuWHTP94,-1,Outlier
YRwb-eUrso4,-1,Outlier
YsBS-3azPsY,8,interaction / extrovert / introvert
ySc9QaQuVKE,9,parent / boundary / kid
YSO_SBfjChA,-1,Outlier
Yu7x4em0qOc,-1,Outlier
yUGeyJSfJu4,1,game / dad / friend
YuK4qgJCyHE,0,motivation / job / brain
YuLfFqPFrkc,7,depression / therapist / therapy
YUSi9tzdNiE,-1,Outlier
yV7woBdQXjQ,-1,Outlier
yvJFPP5UgUc,-1,Outlier
yWd96fro31M,-1,Outlier
yWLCto4p_yM,12,meditation / technique / practice
YwM3brudU6w,-1,Outlier
YXKoAaBQezU,-1,Outlier
yYBzNQGiHp8,-1,Outlier
Yyw2sXiptTg,18,anxiety / panic / attack
YZk_OncFYu0,12,meditation / technique / practice
yzlBKk_ARjk,8,interaction / extrovert / introvert
YZOpOS-rrXQ,-1,Outlier
YZpJ5oiOJBY,0,motivation / job / brain
Z0cImkA_eV4,7,depression / therapist / therapy
Z0TanAMa_cA,-1,Outlier
Z1NlyTN5ViU,8,interaction / extrovert / introvert
z1ZQ70jQwz4,12,meditation / technique / practice
z2_0JtSfadw,27,vision / contact / introvert
Z2ljUOck2bA,-1,Outlier
Z2-WRX0BdqM,-1,Outlier
Z3cgPDFN7Qc,13,comparison / insecurity / ego
z3J1pCgO6zg,8,interaction / extrovert / introvert
z4-LCiO2NNk,-1,Outlier
Z4P40hzv7OI,-1,Outlier
z59CGCaRpEg,7,depression / therapist / therapy
z5hsTGzYk4s,3,trauma / anger / emotion
z64O_jbQF9Q,22,psychosis / chatbot / risk
Z6y59dMHQcA,2,game / dopamine / brain
Z95sgXx4rwE,10,addiction / substance / cannabis
z9AG7LsuVyU,2,game / dopamine / brain
_z9jJFq3Hz0,-1,Outlier
z9NHG3ITA6k,10,addiction / substance / cannabis
z9uS1peB_v0,15,pornography / porn / addiction
Z9_wJLQDa-A,14,burnout / employee / job
zBgCRJluWTc,-1,Outlier
zBLCejHG0YY,-1,Outlier
zBy7EPCWBUg,-1,Outlier
zCKxgx0T_s4,5,adhd / brain / medication
zd7efB-WexU,6,gender / dude / emotion
Zeb01BKX5O8,3,trauma / anger / emotion
zEcAUMbGgsw,3,trauma / anger / emotion
zeEZd5IJkx0,-1,Outlier
zEInSm_7Ccg,-1,Outlier
ZePeGr_IMos,3,trauma / anger / emotion
zeUwxY8QM6E,0,motivation / job / brain
zFfED-M0FcU,7,depression / therapist / therapy
zfU-07duCHI,14,burnout / employee / job
zfxl2y7q3SA,-1,Outlier
zgfilIehooE,8,interaction / extrovert / introvert
ZGLeVSYRL5o,11,sleep / bed / caffeine
ZGo-za5YmsY,3,trauma / anger / emotion
zh9r78Wd0kI,-1,Outlier
zHBilzHDl_Y,-1,Outlier
zhDKyJM59TQ,-1,Outlier
zhTYa9OiJ10,5,adhd / brain / medication
ZIH9sGnY72M,-1,Outlier
ZJ5Ius0uasY,-1,Outlier
zJ79HXyKzyM,10,addiction / substance / cannabis
_zjPKd_y8Iw,1,game / dad / friend
ZKNRXuZWYYg,-1,Outlier
ZkRGg-jY44k,1,game / dad / friend
zktbKbbqGvE,7,depression / therapist / therapy
ZlF6hjRjpT4,19,hour / work / technology
zM-J9_ddpDA,1,game / dad / friend
zn8vtW7Vaz4,-1,Outlier
Zo3vcGS8YWc,-1,Outlier
zot5A2ZFQCo,2,game / dopamine / brain
-zPhkUDoLYk,-1,Outlier
ZpmgTBc53vI,-1,Outlier
ZpZvAalAYI0,19,hour / work / technology
Zq1pkeubExs,3,trauma / anger / emotion
zQjeHBpaDz0,18,anxiety / panic / attack
zQZlvEaGW7E,-1,Outlier
ZR6nZwW7AAk,-1,Outlier
Zrm63LwN03w,-1,Outlier
ZrZHCl7O-ew,-1,Outlier
zSp7bLNEK-s,3,trauma / anger / emotion
zT661Wj83JY,0,motivation / job / brain
ZtnqqnKE4GM,-1,Outlier
ztoA0NpguT0,0,motivation / job / brain
zTQth_CeOQg,11,sleep / bed / caffeine
